videoId,publishedAt,videoTitle,tags,view_count
EcvMJzSr1HE,2015-08-01T16:30:00Z,"Peruvian Cuisine: The Best Street Food in Lima, Peru","Peruvian street food,Peruvian food,street food,Lima,Peru,Peruvian culture,Peruvian cuisine,Cremoladas Curich,Lima street food,Street food in Lima,travel in Lima,travel,Things to do in Peru,Lima restaurants,Peru Food,restaurants in Lima,Peruvian Food Taste Test,Lima food,best street food in Lima,Things to do in Lima,Lima travel guide,Peru travel guide,Peru attractions,eating street food,Picarones,Peruano,Alfajores,Churros,Tejas,Chocotejas,food,Turrón",98231
VA7SlJRUkmo,2015-06-15T10:00:00Z,"Visit MONTREAL City Guide | What to SEE, DO & EAT in Montreal, Canada","Montreal attractions,attractions in Montreal,travel in Montreal,Montreal Travel Guide,Visit Montreal,Montreal restaurants,What to do in Montreal,Montreal City,travel,Montreal Food,Montreal Tourism,Montreal Canada,Montreal Quebec,Montreal museums,Montreal City Guide,Montreal poutine,Montreal shopping,Canadian culture,Canada,Things to do in Canada,Canadian Food,Montreal,Quebec,Québec,Montréal,Le Plateau,McGill University,Montreal bagels",23800
mA9KsQrRixU,2015-05-01T15:00:01Z,"Visit EDINBURGH City Guide | What to SEE, DO & EAT in Edinburgh, Scotland","Things to do in Edinburgh,Edinburgh Travel Guide,Edinburgh City Guide,Edinburgh Scotland,Edinburgh City,Edinburgh,What to do in Edinburgh,Scotland,Edinburgh travel,Edinburgh attractions,Edinburgh Destination Guide,Edinburgh Tourism,exploring Edinburgh,Scottish,travel,Scotland travel guide,Things to do in Scotland,Things to do in the Scottish Highlands,Hogmanay,Scottish Cuisine,Scottish Food,Haggis,Neeps and Tatties,deep-fried Mars Bar,Scottish culture,fun",31667
WUiUaNIV0l4,2015-04-15T10:00:01Z,"Best Cat Cafes Around The World (Korea, Thailand, Malaysia, Germany)","best cat cafes,Cat Cafes around the world,cat cafe,cat café,Cat (Animal),Korean cat cafe,German cat cafe,cat cafe in Berlin,Bangkok cat cafe,Thai cat cafe,cat cafe in Seoul,Seoul cat cafe,George Town cat cafe,new cat cafes,Malaysian cat cafe,travel,playing with cats,cats jumping,cats playing,cats running,cats leaping,kitty cafe,kitten,cat,cats,kitties,cute,climbing,cute cats,cats sleeping,petting cats,adorable cats,cat lovers,cats fighting",20165
PM2YDRlW94I,2015-03-26T17:00:00Z,Things to do in LAS VEGAS Travel Guide,"Las Vegas,Things to do in Las Vegas,Las Vegas Travel Guide,Las Vegas attractions,las vegas things to do,las vegas nevada,visit las vegas,las vegas trip,las vegas travel,Las Vegas Strip,Las Vegas City Guide,Visiting Las Vegas,las vegas itinerary,las vegas vlog,weekend in Las Vegas,las vegas itinerary 2 days,Las Vegas casino,Las Vegas at night,travel in Las Vegas,Las Vegas nightlife,Las Vegas entertainment,las vegas food,Nevada,casinos,The Strip,Travel",827175
kjLR0TkbCJI,2015-03-15T06:30:01Z,Quebec City Winter Carnival Travel Guide (Carnaval de Québec),"Quebec City Winter Carnival,winter carnival,winter in Quebec,travel in Quebec City,Carnaval de Québec,Joyeux Carnaval,Things to do in Quebec City,Quebec City attractions,Quebec City Tourism,Quebec City Travel Guide,Touring Quebec City,Exploring Quebec City,Visit Quebec City,Things to do in Canada,Quebec,Quebec City,attractions,winter,snow,cold,Canada,travel,Canadian culture,Adventure,Bonhomme,Dog Sledding,Québec,Ice Hotel,Hôtel de Glace,Ice Canoeing,fun",79315
Z29r1wKKMqQ,2015-03-01T11:00:00Z,Top 10 Things to do in Southeast Asia attractions travel guide,"Things to do in Southeast Asia,SE Asia attractions,Southeast Asia attractions,Things to do in SE Asia,SE Asia,Asian street food,Street food in Asia,travel in Southeast Asia,Southeast Asia,Asia,Cambodia,Angkor Wat,Indonesia,Bali,Ubud,Mount Batur,Elephant Nature Park,travel video,Chiang Mai,tourism,Thai Elephants,Luang Prabang,Laos,Asian culture,cooking class,Petronas Towers,travel,Kuala Lumpur,Malaysia,Thai street food,Singapore,Pai,Ha Long Bay,Sapa",26228
wPapp8kiEhY,2015-02-16T16:28:53Z,WINTER TRAIN RIDE from Kingston to Quebec City via Montreal,"Winter train ride in Canada,Canada train ride winter,Kingston to Montreal,Montreal to Quebec City,Via Rail,winter train ride,Train Ride,Train Journey,travel in Montreal,Travel by Train,travel,Canadian culture,Canada,Things to do in Canada,Montreal,tourism,travel video,Quebec,Québec,Montréal,Train,Train Travel,Canadian Trains,journey,train trip,train station,Kingston,scenery,Canadian journey,Winter,Wonderland,Quebec City Carnival,snow",12108
erWL9qXChIQ,2015-01-18T14:30:01Z,Things to do in Montreal Winter Travel Guide: One Day Itinerary For Visitors To Montreal,"travel in Montreal,Things to do in Montreal,Montreal attractions,Montreal Winter Travel Guide,Winter in Montreal,Visit Montreal,Montreal Winter,Montreal Travel Guide,What to do in Montreal,travel,Montreal Bagel,Canadian culture,Canada,Things to do in Canada,Quebec,Montreal,winter,snow,cold,Montréal,Québec,Fête des neiges de Montréal,La Banquise,Mount Royal Park,Poutine,Smoked Meat,Winter Sports,Skiing,Parc du Mont-Royal,Schwart's Deli,St-Viateur Bagel,vlog",20225
vdiWZHVmVAQ,2015-01-12T01:00:01Z,"Things to do in China Travel Guide: Guangxi Province (Guilin, Yangshuo, Li River, Rice Terraces)","China,Guilin,Yangshuo,travel,food,Chinese food,bicycle ride,Karst,Red Yao Hill Tribe,骑自行车在阳朔乡间,瑤族 - 瑶族,从桂林到阳朔漓江竹游船,阳朔夜市和街头食品,龙胜梯田,晚上桂林,Long Hair Performance,rice terrace,Li River,Longsheng,Things to do in China,Things to do in Guilin,Things to do in Yangshuo,China Travel Guide,China Tourism,Visit China,China Food Guide,What to do in China,China attractions,attractions in China,Bamboo boat ride,Chinese night market,China street food,Chinese street food",43155
sSINSv4-_Jo,2014-12-31T18:00:07Z,Top Things to do in Hong Kong and Best Things to do in Macau Travel Guide,"Things to do in Hong Kong,Things to do in Macau,Macau,Hong Kong,Macau Travel Guide,Hong Kong Travel Guide,Hong Kong attractions,Macau attractions,street food,Victoria Harbor,Macanese Cuisine,Hong Kong Tourism,Hong Kong Kowloon,Macau Tourism,Exploring Hong Kong,Avenue of Stars,A Symphony of Lights,Exploring Macau,Hong Kong Peak,Macau Food,Hong Kong Island,travel,Visit Hong Kong,Visit Macau,Hong Kong Tram,Hong Kong dim sum,Hong Kong Food,food,vlog",138512
EMKga3r26dI,2014-12-03T20:00:44Z,"Things to do in Scotland Travel Guide, Top Attractions & Scottish Cuisine","Scotland travel guide,Things to do in Scotland,Visit Scotland,Scotland Tourism,Scotland,Scotland food guide,Scotland travel documentary,travel,Things to do in Edinburgh,Visiting Scotland,Exploring Scotland,Things to do in the Scottish Highlands,things to do,Edinburgh,Hogmanay,Loony Dook,Scottish Cuisine,Scottish Food,Haggis,Neeps and Tatties,deep-fried Mars Bar,Scottish culture,Scottish Highland,Highlands,Haggis Adventures,Irn Bru,Scottish Whisky,fun",45228
H-frFpGLI5o,2014-12-01T15:00:09Z,"Things to do in Laos Travel Guide, Top Attractions and Lao Cuisine","Laos,Things to do in Laos,What to do in Laos,Laos Tourism,laos travel guide,Laos night markets,laos documentary,Lao,Laos attractions,laos travel,visiting laos,Travel,Laotian Food,Laotian Cuisine,Lao Food,Lao Cuisine,Luang Prabang Laos,cooking Lao food,Luang Prabang Night Market,laos food,Mekong Delta River Cruise,Vientiane Laos,Luang Prabang,Things to do in Luang Prabang,Vientiane,Mekong Delta,Luang Prabang Travel Guide,cooking Laotian food,vlog",160373
mOG9CYLogsE,2014-11-11T01:00:05Z,Finland Travel Guide and Finnish Cuisine Tour,"Things to do in Finland,Finland,Finland Tourism,Visit Finland,Finland Food,Finnish culture,What to do in Finland,Finnish Cuisine,Finnish Food,Finland Food Guide,Finnish licorice,Things to do in Helsinki,Salmiakki,salty licorice,Finnish,taste test,travel,Helsinki attractions,Helsinki,travel guide,Lonna Island,kayaking,hiking,Nuuksio National Park,Kasnäs,Finnish Sauna,Finnish candy,Finnish chocolate,Finland Travel Guide,Finnish Archipelago,Nature,horses",72540
kUqBl7mj0Ng,2014-11-08T16:00:20Z,40 Asian Foods to try while traveling in Asia | Asian Street Food Cuisine Guide,"Asian Food,Asian Cuisine,Asian street food,street food,street food in Asia,cheap street food in Asia,Asia street Food,Korean street food,street food guide,Thai street food,Asia,travel,Korea,China,Malaysia,Vietnam,Cambodia,cuisine guide,eat,Korean Cuisine,Korean Food,Chinese Cuisine,Chinese Food,Thai Food,Thai Cuisine,Malaysian Food,Malaysian Cuisine,Laos Food,Laos Cuisine,Cambodian Cuisine,Vietnamese Food,Vietnamese Cuisine,Indian Cuisine,Hawker",2576867
PqSJYIvG90w,2014-10-24T22:00:01Z,"50 Things to do in Southeast Asia Travel Guide, Attractions and Asian Cuisine","Southeast travel guide,SE Asia travel guide,SE Asia,travel,Southeast Asia Travel Guide,SE Asia attractions,attractions,Asia travel guide,What to do in Asia,Asian cuisine,SE Asia tourism,Asian food,Southeast Asia,travel guide,50 things to do,Asia,Elephant Nature Park,Angkor Wat,Vietnam,Cambodia,Thailand,Singapore,Malaysia,Vietnamese Food (Cuisine),Thai Food (Cuisine),street food,Malaysian Food (Cuisine),Luang Prabang,Chiang Mai,Bangkok,Kuala Lumpur",88070
SdeiUWncZCY,2014-10-08T19:00:07Z,"30 Things to do in Thailand Travel Guide, Top Attractions & Thai Street Food","Thailand,things to do in Thailand,Thailand travel guide,Places to visit in Thailand,Thailand travel,Thailand attractions,What to do in Thailand,Thailand Food,Thailand Tourism,Thailand backpacking,Thai food,Thailand documentary,Thai cuisine,Thai street food,Thai markets,Thai night markets,Thai temple,Buddhist temple,Elephant Nature Park,Chiang Mai,Bangkok,Pai,Pad Thai,Mango Sticky Rice,Northern Thai Food,Thai dessert,travel,Thai noodles,Thai rice",111777
zr3B0UcvSug,2014-09-28T20:00:04Z,Things to do in Sofia Bulgaria | Top Attractions Travel Guide,"Things to do in Bulgaria,travel in Bulgaria,Sofia travel video,Sofia tourism,Sofia,Bulgaria,travel,Sofia city,Sofia street food,walking around Sofia,Sofia street performers,Sofia Bulgaria,Bulgarian cuisine,What to see in Sofia,Bulgarian,Sofia attractions,Bulgarian culture,Bulgarian food,travel in Sofia,first impressions of Sofia,Chushki Burek,wandering Sofia,street musicians,Bulgarian performers,Bulgarian guard,Rakia,Alexander Nevsky Cathedral,b boys",127358
ad5-enfZqcs,2014-09-11T04:00:01Z,Things to do in Macau Travel Guide & Macanese Street Food,"Macau,Things to do in Macau,Macau Street Food,Macanese Cuisine,Visiting Macau,Macanese Food,Macau Attractions,Exploring Macau,Macau Tourism,Macau travel,Macau food,Macau China,Visit Macau,China,travel in China,Chinese culture,Chinese,travel,Portuguese,Senado,Largo do Senado,Ruins of St. Paul's Cathedral,Ruínas de São Paulo,Macao,Historic Centre of Macao,Fortaleza do Monte,Egg Tarts,Pork Chop Buns,Venetian Macao Hotel,Macau to Hong Kong ferry,大三巴牌坊,蛋撻",140283
hHRk1Pqpt0I,2014-09-04T00:00:03Z,Our Visit Finland Outdoors Adventure : Finland Travel Guide & Finnish Cuisine,"Things to do in Finland,Visit Finland,Finland Outdoors Travel,Finland Travel Guide,Finland Tourism,Finland Food,Finland Travel,Finland,Finnish culture,Finnish licorice,Salmiakki,delicious food,Finnish candy,Finnish chocolate,salty licorice,Finnish Cuisine,Finnish Food,Fazer,Salmiakki ice cream,Finnish,travel,Things to do in Helsinki,Helsinki attractions,Helsinki,travel guide,Lonna Island,biking,kayaking,hiking,Nuuksio National Park,Kasnäs,Finnish Sauna",21408
tUnIkHXnSfo,2014-09-01T11:30:03Z,Things to do in Sapa Vietnam | Top Attractions Travel Guide For A Trekking Adventure in Sapa!,"Sapa,Things to do in Sapa,Sapa attractions,Sapa hiking,sapa vietnam,sapa trekking,What to do in Sapa,Sapa travel,Sapa rice terraces,Sapa Travel Guide,Sapa trip,Sapa backpacking,Sapa Tour,Sapa vlog,Sapa Tourism,Hiking in Sapa,trekking in sapa,Vietnam,Vietnamese culture,Things to do in Vietnam,Lao Chai Village,Black Hmong Tribe,Ta Van Village,Giang Ta Chai Village,Dzao Tribe,Cat Cat Village,adventure travel,Sapa trekking,two‑day Sapa hike",236525
GIX7EDHPzgo,2014-08-19T16:30:04Z,"Trying Finnish Food Taste Test Challenge: (Finnish Salmiakki, Finnish Chocolate and Finnish Snacks)","Finnish Food Taste Test,trying finnish food,Finland,Finnish candy taste test,salmiakki challenge,Finnish snacks taste test,Finnish Chocolate bar,Things to do in Finland,Finnish chocolate,eating finnish food,Finnish snacks,finnish food tasting,Finnish candy,Finnish licorice,salmiakki taste test,salmiakki reaction,Salmiakki,salty licorice,Finnish salty licorice,Finnish Cuisine,Finnish Food,Fazer,Fazer salmiakki,Geisha chocolate bar,Jenkki gum,Moomin,food",120358
l1V2FXzCTTE,2014-08-17T10:00:07Z,Helsinki Travel Guide & Finnish Cuisine in Finland,"Helsinki,Finnish souvenirs,attractions in Helsinki,Finland attractions,Helsinki attractions,travel in Finland,Things to do in Helsinki,Finnish food,Finnish Cuisine,Helsinki City,Helsinki Finland,Helsinki Travel Guide,Helsinki Food,Helsinki City Guide,travel,Finnish culture,Finland,Things to do in Finland,attractions,Helsinki Cathedral,street performances,Salmiakki,market square,Kayaking,Suomenlinna,Eating Reindeer,Lonna Island,Jail Hotel,Katajanokka",107262
3PJ7dGqXWLg,2014-08-16T17:14:05Z,Train Ride from New York City to Chicago with Amtrak,"New York City to Chicago,New York to Chicago route,travel,New York City to Chicago train ride,train travel New York City to Chicago,train ride from NYC to Chicago,NYC to Chicago,Things to do in America,travel in New York City,Chicago,United States,Train,Train Travel,Travel by Train,Train Ride,Train Journey,Toronto,American Trains,journey,train trip,train station,New York,New York City,Amtrak,Upstate New York,Lakes,America,USA,United States of America",32905
vG8SDYb7ZMQ,2014-08-16T13:30:04Z,"Epic Train Travel In Asia: China, Thailand, Vietnam, Cambodia, Malaysia train journeys","Train travel in Asia,Asia train travel,taking the train in Asia,Transportation in Asia,Asia train trips,train trip,Train ride,transportation,train travel,taking the train,Rail transport,train ride,taking a train,travel,Malaysia,sightseeing,tourism,travel video,backpacking,riding a bicycle,Penang Ferry,train journey,Asia,train,epic,Thailand,China,Vietnam,Cambodia,nature,Destination,Culture,Chiang Mai,Bangkok,Bamboo Train,Hong Kong,Guilin,Kuala Lumpur,fun",34737
mJXzHO-fpio,2014-08-16T09:00:05Z,Visit America - New York City Travel Guide and Chicago Top Attractions,"Chicago attractions,Things to do in New York City,New York City Tourism,Things to do in Chicago,Chicago Travel Guide,travel in New York City,New York City travel guide,visit Chicago,visit NYC,Chicago & New York,Chicago Tourism,travel,New York City attractions,Things to do in America,New York City,America,Statue of Liberty,Grand Central Terminal,Brooklyn Bridge,TImes Square,Central Park,Chicago,Cloud Gate,Millennium Park,Deep Dish Pizza,Willis Tower",29024
Syj6vaiphlM,2014-08-05T13:22:36Z,Visit Canada - Montreal and Quebec City Travel Guide and Top Attractions,"Montreal attractions,Quebec travel guide,Things to do in Montreal,Things to do in Quebec,Visit Quebec,Quebec Tourism,visit Canada,travel,Quebec City,Quebec,Montreal,Montréal,Québec,Montreal and Quebec City,Canadian culture,Canada,Things to do in Canada,Poutine,Le Plateau,McGill University,Cirque du Soleil,Old Montreal,Smoked Meat,Montreal bagels,Quebec City attractions,Things to do in Quebec City,Citadelle,Chateau Frontenac,Quartier Petit Champlain",22063
32teOVG3KFo,2014-08-04T13:00:10Z,Train Ride from Montreal to New York City with Amtrak,"Montreal to New York City,Montreal to New York City train travel,Montreal to New York City train trip,crossing Canada to USA,Via Rail and Amtrak train travel,New York City train travel,Montreal train travel,Montreal to New York route,Train,Montreal to NYC,Train Travel,American Trains,Canada,Things to do in Canada,Montreal,Quebec,Québec,Montréal,Train Journey,Toronto,Montreal to New York,New York City,Amtrak,Upstate New York,United States of America,Via,travel",15448
I29N-pz2HTY,2014-07-25T03:30:01Z,"Canadian Food to eat in Montreal including Poutine, Smoked Meat and Bagels","French Canadian Cuisine,Canadian cuisine,Montreal-style Smoked Meat,Montreal poutine,Canadian food,Montreal smoked meat,Montreal food,smoked meat sandwich,Montreal bagel,Montreal bagels,Montreal restaurants,Canadian restaurants,travel,Montreal,Canadian,Canada,travel in Canada,Things to do in Canada,Quebec,Poutine,eating,taste test,Québec,La Banquise,Schwartz's,smoked meat,Montreal sandwich,bagel,st-viateur bagel,Canadian fast food",27237
CbJwYw2vLIg,2014-07-14T12:00:08Z,Vietnamese Cuisine : An Introdution to Vietnamese Food,"Vietnamese Cuisine,Introduction to Vietnamese Food,Vietnam,travel in Vietnam,Vietnamese,Vietnamese culture,Vietnamese Food,Vietnam Restaurants,What to eat in Vietnam,Vietnamese Restaurant,Vietnam Food,cooking Vietnamese food,Food in Vietnam,Vietnamese cooking class,Things to do in Vietnam,Hoi An,Vietnamese meal,Vietnamese spring rolls,Vietnamese pancakes,Pho,Cao Lau,Vietnese vegetarian food,Vietnamese lemongrass,Vietnamese claypot,travel,Vietnamese Pho",91135
t4mwq3-Y7II,2014-07-11T01:00:02Z,Malaysia Cuisine : An Introduction to Malaysian Food,"Malaysian cuisine,Malaysian food,Malaysia Food Guide,eating Malaysian food,What to eat in Malaysia,street food in Malaysia,Introduction to Malaysian Food,Malaysia Food,Kuala Lumpur Restaurants,Malaysia street food,Malaysian Food Taste Test,Malaysian street food,Malaysia restaurants,Malaysian restaurant,travel,Malaysia,Kuala Lumpur,travel in Malaysia,Malaysian culture,eating with your hands,Indian food,Indian cuisine,Chinese food,Chinese cuisine,food",127703
C6Tb0WJsEag,2014-07-09T17:30:02Z,Eating Australian Cuisine: Taste Testing Australian Food,"Australian Cuisine,trying Australian food,Australian food taste test,Australian Food,What to eat in Australia,taste test Australian food,Australia food guide,Australian cookies,Australia food,Australian breakfast,Australian biscuits,Australian sodas,Anzac biscuits,Australian crisps,Australian snacks,Things to do in Australia,Australia,Shapes,Freckles,Tim Tam,Australia tourism,Tim Tam Slam,Bowen Mango,Fantales,Lamington,Cherry Ripe,Ginger Beer,Vegemite",11942
jT3VANCuakQ,2014-07-08T20:30:05Z,Things to do in Queensland Travel Guide (Australia),"Queensland,Queensland attractions,Things to do in Queensland,Queensland Australia,Queensland Travel Guide,travel in Australia,What to do in Queensland,Visit Queensland,Things to do in Australia,Australia attractions,Australia,Magnetic Island,travel,Townsville,Currumbin Wildlife,Gold Coast,Australian Animal Encounters,petting kangaroos,hugging koalas,Whitsunday Islands,horse ride,Maggie Island,Great Barrier Reef,Sailing,kayaking,Castle Hill,Ocean Jet,fun",32504
fmrH2jJ7QYo,2014-07-03T14:24:33Z,Our train ride from Toronto to Montreal with Via Rail Canada,"Toronto to Montreal train travel,Toronto to Montreal,Toronto to Montreal route,Toronto to Montreal Via Rail,Canada train travel,Travel travel in Canada,Toronto train travel,Via Rail,Montreal train travel,travel,Canadian journey,Canada,Things to do in Canada,Montreal,Canada tourism,travel in Montreal,Quebec,Québec,Montréal,Train,Train Travel,Travel by Train,Train Ride,Train Journey,Ontario,Toronto,Canadian Trains,train trip,train station,fun,epic,vlog",71445
QypKpIIpYaM,2014-06-26T02:00:00Z,"Restaurants in Chiang Mai | Thai Food Travel Guide For The Best Eats In Chiang Mai, Thailand","Chiang Mai restaurant,restaurants in Chiang Mai,street food in Chiang Mai,What to eat in Chiang Mai,Chiang Mai street food,Chiang Mai food,Chiang Mai food guide,Chiang Mai Night Market,Northern Thai Food,Khantoke,eating Thai food,Thai food,Things to do in Thailand,Vegetarian restaurant Chiang Mai,Chiang Mai,food,Khao Soi,Thai cuisine,Thai vegetarian,Northern Thai Cuisine,Thai banana pancake,travel,Thai mango sticky rice,Pad Thai,Thai culture,Thailand",86263
RqJUYlUQJTI,2014-06-04T11:30:02Z,Street Food in Asia Guide Compilation: [THE BEST OF ASIAN STREET FOOD!],"Asian street food,street food,asian street food guide,asia street food guide,eating street food,asian street food comp,Asia,Asian,street foods,best of asian street food,Best street food in Asia,asian food,street food guide in asia,food guide compilation,street food in asia guide,best street food compilation,cheap Asian street food,guide,compilation street foods,Asian Food (Cuisine),Street food in Asia,best Asian street food,street,street food stalls,Food",196111
dDGa7xrpq4E,2014-06-04T11:30:02Z,German Food : An introduction to German Cuisine For First Time Visitors To Germany,"German Cuisine,taste test German food,What to eat in Germany,german food introduction,german cuisine introduction,German food taste test,best german cuisine,best german food,Germany food,trying German food,Germany food taste test,German Food,eating German food,taste test German cuisine,German Food (Cuisine),Food in Germany,Germany restaurants,German sausage,German Chocolate,Germany,German breakfast,travel in Germany,currywurst,Ritter Sport,Wurst,food",240321
UjJde6YGvwM,2014-06-03T01:00:01Z,Israeli Cuisine and Arabic Street Food in Israel: Israeli Food Tour Compilation Guide,"Israeli Cuisine,Arabic Street Food,Israeli Street Food,What to eat in Israel,Israel street food,Israel food,Israel food guide,Israeli street food,Arabic food,Israel,Things to do in Israel,restaurants in Israel,cooking Israeli Food,cooking Israeli Cuisine,Israeli Food,Taste Of Israel,travel,Jaffa,Tel Aviv,Hummus,Shakshouka,malabi,kanafeh,couscous,travel in Israel,pita,Israeli,Israeli culture,Arabic cuisine,Krembo,Tabbouleh,Israel Tourism,vlog,food,tour,eat",56610
jAOGmjf1dkE,2014-06-01T15:30:02Z,Things to do in Malaysia | Top Attractions Travel Guide To Malaysia,"Malaysia,Things to do in Malaysia,travel in Malaysia,Malaysia Travel Guide,Malaysia travel,What to do in Malaysia,malaysia guide,Malaysia attractions,malaysia itinerary,attractions in Malaysia,malaysia trip,Malaysia Tourism,Malaysia Travel Documentary,visit malaysia,Malaysia tour,guide,Malaysia food,Malaysian cuisine,Malaysian food,Kuala Lumpur,Malacca,Melaka,George Town,travel,Georgtown,Penang,Petronas Towers,Batu Caves,Roti Canai,kek Lok Si temple",311238
tQul8qNRwXs,2014-06-01T15:30:02Z,Things to do in Israel | Top Attractions Travel Guide To Israel,"Israel,Israel Travel Guide,Things to do in Israel,travel in Israel,israel things to do,Israel attractions,What to do in Israel,Israel Tourism,Israel Travel,israel best places to see,Places to see in Israel,israel itinerary,travel to israel,Visit Israel,Exploring Israel,Israeli culture,Street food in Israel,Israeli Food,travel,Dead Sea floating,Israeli Cuisine,travel bloggers,Jerusalem,Tel Aviv,Nazareth,street food,West Bank,Jaffa,israel trip,Guide",377376
yTfkAqgDKKA,2014-06-01T15:30:02Z,"Things to do in Chiang Mai, Thailand | Top Attractions Travel Guide To Chiang Mai","Chiang Mai,chiang mai thailand travel guide,chiang mai travel,Things to do in Chiang Mai,chiang mai travel guide,chiang mai thailand travel,Chiang Mai attractions,chiang mai thailand,visiting Chiang Mai,activities in Chiang Mai,travel to Chiang Mai,Thailand,Chiang Mai Night Market,apartment in Chiang Mai,travel guide,Thai Street Food,chiang mai food,chiang mai street food,travel in Thailand,Things to do in Thailand,Thai Food,Travel,guide,attractions,vlog",420713
LmbL2d5DJ_A,2014-06-01T09:30:01Z,Things to do in Korea | Top Attractions Travel Guide To South Korea,"Korea,Things to do in Korea,South Korea,travel in Korea,Korea travel guide,Korea travel,attractions in Korea,Korean street food,Korean cuisine,travel,shopping in Korea,What to see in Korea,Seoul street food,Korean tea house,Korea tourism,Korea street food,Korean food,Korean culture,Seoul Tower,Insadong,Korean Folk Village,Cat Cafe,Hongdae,Namdaemun Market,Hotteok,Cheonggyecheon,Seoul,Dog cafe,Kimbap,Bamboo Park,Gyeongbokgung,Myeongdong,Songtan,Namsan",81370
jxqVTW7Z4AY,2014-05-29T12:30:02Z,Things to do in Germany | Top Attractions Travel Guide To Germany,"Germany,Things to do in Germany,What to do in Germany,Germany travel guide,travel in Germany,places to visit germany,German attractions,germany things to do,germany best places,germany itinerary,germany travel compilation,visit germany,travel guide germany,best of travel in germany,germany documentary,attractions in Germany,guide germany,visiting germany,Exploring Germany,Germany Travel,germany trip,Germany Tourism,Germany Food,Berlin,travel,guide,trip",189902
BCTpRJ5xC_U,2014-05-26T14:30:03Z,Things to do in Cambodia | Top Attractions Travel Guide To Cambodia (Ultimate Compilation),"Cambodia,Things to do in Cambodia,travel in Cambodia,Cambodia travel guide,Cambodia travel,What to do in Cambodia,Cambodia Angkor Wat,places to visit in Cambodia,Phnom Penh Cambodia,Cambodia travel documentary,Cambodia Tourism,attractions in Cambodia,cambodia trip,Siem Reap Cambodia,Khmer culture,Phnom Penh,Siem reap,Battambang,Cambodian culture,Sihanoukville,Angkor Wat,Temples of Angkor,Khmer Cuisine,Cambodian food,Amok,Khmer music,Cambodia food",162184
49wWaWNCuC8,2014-05-24T02:00:01Z,Things to do in Vietnam | Top Attractions Travel Guide To Vietnam (Ultimate Compilation),"Vietnam,Things to do in Vietnam,Vietnam Travel Guide,Vietnam Travel,Vietnam Tourism,Vietnam Travel Documentary,vietnam things to do,vietnam guide,Vietnam attractions,travel in Vietnam,attractions in Vietnam,vietnam itinerary,travel guide,Vietnam Tour,Vietnamese culture,guide,Saigon,Vietnam night bus,Ho Chi Minh City,Sapa,Hoi An,Mekong Delta,Ha Long Bay,shopping in Hoi An,Vietnamese food,travel,things to do in Saigon,hiking in Sapa,vietnamese music",255730
iLBXpZd9ucQ,2014-05-19T10:30:02Z,KOREAN CUISINE GUIDE 🍜🍚 [An introduction to Korean Food in South Korea 🇰🇷],"Korean cuisine,korean cuisine guide,Korean Food Guide,korean cuisine explained,Korean food,korean cuisine introduction,traditional korean cuisine,Korean food introduction,Korea Food Guide,cuisine of korea,South Korea,korean food cuisine,Korean restaurant,korean cuisine documentary,food of korea,best korean cuisine,korean food documentary,cuisine,korean cuisine tasty,food,korean cuisine and dining,korean royal cuisine,korean food eating,Seoul Food,korea",463740
7r5mhAfw3Pc,2014-05-11T05:00:00Z,Korean Food : An introduction to Korean Cuisine For First Time Visitors To South Korea,"Korean cuisine,Korean food,Korean street food,Restaurants in Seoul,What to eat in Korea,Seoul restaurants,Korean food taste test,Korean restaurant,best food in Korea,Korean food guide,Korea food,Korean barbecue,Seoul street food,eating,Korea,Seoul food,Korean pizza,South Korea,travel,food,Budae Jjigae,부대찌개,Juk,죽,Haejangguk,해장국,삼겹살,Galbi,갈비,Bulgogi,불고기,Hanjeongsik,한정식,Korean beer,Korean chicken,맥주,Seolleongtang,설렁탕,Korean Sushi,회전초밥,Japchae,Mandu,잡채,만두,vlog",39376
uJZqIzTisPw,2014-05-04T10:30:03Z,"Things to do in Seoul Korea | Top Attractions Travel Guide To Seoul, South Korea","Things to do in Seoul,Seoul attractions,What to do in Seoul,Seoul,Seoul travel guide,seoul korea,visit Seoul,서울,seoul travel,Things to do in Korea,seoul south korea,seoul vlog,Seoul Shopping,Seoul Food,visiting Seoul,Seoul Hongdae,Seoul Street Food,views of Seoul,Seoul Cat Cafe,travel in Seoul,Seoul Food Guide,Seoul Tourism,Seoul restaurants,Korean food,Korea,Korean culture,travel,Korean Cuisine,South Korea,Korean street food,Korean tea house",104953
ZxrC3QrMdUg,2014-04-28T10:00:04Z,Things to do in Finland | Top Attractions Travel Guide To Finland (Ultimate Compilation),"Things to do in Finland,travel in Finland,Finnish culture,Finland travel,Finland,Finland Travel Guide,top attractions in Finland,What to see in Finland,Finland tourism,Finnish street food,Finnish Archipelago,exploring Helsinki,Helsinki,Reindeer meatballs,Uspenski Cathedral,Finnish Cuisine,travel,Suomenlinna,Salmiakki,Finnish licorice,sea kayaking,Kimito island,Bengtskär Lighthouse,eating Reindeer,Finnish food,Finnish beer,eating salmon,Taalintehdas,fun",44849
